Cognitive,Motivation,Social,Resilience,Environment,IMP_Geometric,IMP_Additive,Differenz
2.54024184692573,4.9336792652602,3.27488877334653,3.1093345576292197,2.4911467935928626,3.1656424524666735,3.2698582473509084,-0.10421579488423482
2.420998494799785,3.8438272108772633,2.6866339308308667,2.085236343011836,2.479725416303915,2.644266056293572,2.703284279164733,-0.0590182228711611
4.298876310426465,5.0,3.828648742342079,5.0,3.754031729130629,4.342778551615098,4.376311356379834,-0.033532804764736746
3.8638220983830163,3.635443639671008,3.149484115270966,3.305762166390775,2.1441884582270783,3.1569645406420257,3.2197400955885684,-0.06277555494654274
2.755690339343768,3.66462095731985,1.4848518987645352,4.992593592879834,4.4951985379449235,3.2018688661498094,3.478591065250582,-0.27672219910077267
4.954651737390329,2.6998565501160234,3.4126501768300175,2.6889910780101456,4.14600527068145,3.4780270969153295,3.5804309626055932,-0.10240386569026372
4.053560652704123,2.78320547818927,4.226973281445945,2.9034739265761176,2.7226367520848607,3.2753960156084445,3.337970018200063,-0.0625740025916186
4.427679812042754,2.978855879541345,3.225047849263655,3.6424797538480225,1.6148157910705374,3.017563369972587,3.1777758171532624,-0.16021244718067562
3.7969180533381284,4.548897605410122,3.4195786104005363,4.162461424054933,2.5340971457124346,3.621568396924716,3.6923905677832307,-0.07082217085851461
5.0,3.9060567431014253,5.0,3.6795107064350767,2.176043879781849,3.7898956749953756,3.95232226586367,-0.16242659086829425
2.5768566875186387,4.472520802909553,3.934180186532895,2.7990989908666704,4.481184422949519,3.556162446574991,3.6527682181554555,-0.09660577158046468
3.264339722495623,3.292008916391853,3.5907276618358868,5.0,3.022614001508812,3.5740308988584415,3.633938060446435,-0.059907161587993585
3.1458720353383023,4.77556666410579,2.5113602943401356,3.1179533905992813,2.5010767617512464,3.11698222485285,3.2103658292269515,-0.09338360437410165
3.473669491171781,5.0,2.779703666454444,4.911855744526649,4.839108946987819,4.0921693705903746,4.200867569828139,-0.10869819923776447
4.309516485455123,3.674135884107879,4.407654760944541,1.8314023854375892,2.8401095079798635,3.2507385266414546,3.412563804784999,-0.16182527814354453
2.223676296076518,2.7681137303730976,2.1822453763739498,5.0,2.076872994019979,2.6847744387175387,2.850181679368709,-0.16540724065117018
3.9152761127069073,1.9427808473244446,2.49809439519591,3.0792264654887673,4.845588660037088,3.0939738990177834,3.2561932961506237,-0.16221939713284028
3.03732987887272,5.0,3.3259598480357067,5.0,3.106129437621187,3.792396215583957,3.893883832905923,-0.1014876173219661
3.59829110448211,2.2963067504152797,4.232458319425456,3.354584677342607,3.4861391692382226,3.3292045032235507,3.393556004180735,-0.06435150095718445
3.3247290036754946,3.0853498211944324,4.937150650117098,4.109839116663519,3.0317512494223045,3.6308732298354993,3.697763968214569,-0.06689073837906978
3.9905181243536574,3.0212814056024913,2.7643165112024413,2.750295291216251,4.59982400835676,3.3495445224281832,3.4252470681463203,-0.07570254571813706
2.0175664243692992,3.9132922697576378,5.0,4.511690447701727,2.720727324877044,3.444077288058875,3.6326552933411413,-0.18857800528226631
3.761380786971924,3.6988410502606808,1.774667680178179,2.0258646261046938,5.0,3.0173249733147367,3.2521508287030954,-0.23482585538835865
2.354370846395719,1.6022518503641534,2.9025080328551627,4.352777175856895,2.6369128947131406,2.6293491556488537,2.769764160037014,-0.14041500438816046
3.251561096632783,2.882330561021583,3.892331049952319,3.919632354200948,3.0175402951092822,3.3650287386668416,3.392679071383383,-0.02765033271654138
3.4928758599659213,2.4692242142358847,1.7721468387746269,3.7431952995600466,3.042289432644398,2.8063205699531486,2.903946329036175,-0.09762575908302651
4.711938772839407,3.306348414907758,2.8771233837281907,3.808034408177208,4.257979062594103,3.7349279254872854,3.7922848084493337,-0.05735688296204833
4.862018179839231,3.430922033760397,3.55460705973394,2.63724540970615,3.5973503622867744,3.5483827709532463,3.6164286090652986,-0.06804583811205234
3.0003291417808815,3.0064929318994444,2.9927330876017297,3.9367011514884767,3.171706022413011,3.2029081853702652,3.2215924670367087,-0.018684281666443425
3.8251941589576086,3.1962666910583586,3.1873890302452095,4.669730568763042,4.829326116287037,3.8795556391948445,3.941581313062251,-0.06202567386740654
2.6495724869871076,3.5338233493537636,3.4920414044308554,3.5119817270583558,3.3518197333574316,3.2890205377928545,3.307847740237503,-0.018827202444648528
4.051579430740496,5.0,3.6394270293675746,2.2386735055128666,4.42076376056678,3.7378604990171964,3.870088745237544,-0.13222824622034768
4.391566722541307,2.42852178257299,4.40945123794926,2.9395110830529827,3.4372365033579646,3.430568614806755,3.5212574658949007,-0.09068885108814584
2.093468860143936,2.51285084658694,3.4934448708575867,2.8644685494132234,3.3776753145955682,2.818316827739116,2.868381688319451,-0.05006486058033488
3.5423881354840567,4.690653021875376,3.4072476681341284,3.501794270195721,2.7579903379945017,3.5282821279131866,3.5800146867367575,-0.05173255882357086
3.717901558740731,2.597689773508739,4.237746861675003,4.320629258175316,4.456384746096261,3.795858132956385,3.86607043963921,-0.07021230668282508
2.4948476119659357,3.7895190617928414,3.4079276330128563,4.741563975266214,4.021433338425798,3.611471520503536,3.6910583240927286,-0.07958680358919246
4.471359235533398,3.159643981402566,4.764152430553913,4.835177112963125,3.5053000437008963,4.087334579154826,4.147126560830779,-0.059791981675953565
2.7263674658855526,1.9674866324952542,4.8694264846457065,3.7300409165793167,3.007235943165942,3.114375819331627,3.2601114885543545,-0.14573566922272763
2.182553333974319,4.822133603276665,3.2440440623036486,3.3615875754355935,3.2825757204624395,3.274990211233416,3.3785788590905335,-0.10358864785711752
4.460914159042476,3.352122312056429,2.942265533885281,4.455146029314664,3.5721777693004393,3.707183802448118,3.7565251607198578,-0.04934135827173991
4.4358995503088074,4.232747731253298,3.292173060858259,3.9666476342264154,3.7560485730070887,3.9160507704783982,3.936703309930773,-0.020652539452374885
4.502542070669856,3.5442510987592026,2.1482065794941514,2.259857069971192,3.962739828574427,3.1435977357675915,3.2835193294937652,-0.13992159372617374
4.684940653179373,5.0,3.7829531827344036,3.129363098067938,3.900238060962249,4.043993301576217,4.099498998988793,-0.05550569741257583
3.611413414433476,3.591585156947409,4.020680991782172,5.0,3.762343924722795,3.965868390306442,3.9972046975771702,-0.03133630727072845
4.945450627880328,3.3729318471208343,3.699659273306771,4.487671794916097,5.0,4.248868121006034,4.3011427086448055,-0.05227458763877113
3.049961005915184,4.059773666568204,5.0,4.005412029984982,2.7857264793604615,3.697177971208826,3.7801746363657664,-0.08299666515694026
3.0920074321222324,4.194932263669492,2.8251077043969453,3.0241884655944506,2.899455122679185,3.1723795892888575,3.207138197692461,-0.034758608403603564
1.7474851148086181,3.302110482898215,4.679384531952486,3.878453074004166,2.6120459528410795,3.0718968944192637,3.243895831300913,-0.17199893688164947
2.5733622343515483,3.696756647325398,4.2772846402924545,2.5780077180425205,2.1252143704625777,2.948732517057271,3.0501251220949,-0.10139260503762904
2.458528292071642,4.491487880743404,5.0,3.2667066050598303,3.9516796667784817,3.7203642457738186,3.833680488930672,-0.11331624315685351
5.0,2.7954408008042475,5.0,3.6563332922526115,2.661054223489546,3.68551312240255,3.8225656633092813,-0.13705254090673114
2.6490698077175363,4.195754848997819,5.0,1.4518295171199331,3.0330909128811547,3.00424199344164,3.2659490173432886,-0.26170702390164857
4.322270292103714,3.6368777426758934,3.416540292277385,3.878907110722895,2.9315579300973056,3.6071732875362006,3.6372306735754387,-0.030057386039238132
2.971481574940312,1.6425388564350178,5.0,2.804175464549573,2.491285258237249,2.7947146291931872,2.9818962308324304,-0.18718160163924313
2.023462589023025,4.453264968503806,5.0,4.775997502044198,2.4798499050987735,3.511127831256015,3.7465149929339603,-0.2353871616779455
2.536653937945731,4.434515324629413,3.766277445945024,4.763814940917503,2.9315447689602023,3.584381450031007,3.6865612836795747,-0.10217983364856753
3.1711421601001644,3.3177005730258537,2.837835397125606,1.927950352519804,3.1035835935878646,2.820979166746628,2.8716424152718587,-0.05066324852523074
4.302113513853778,3.862317700467198,2.983470433514648,2.6498671644660075,5.0,3.6600678907302187,3.759553762460327,-0.09948587173010814
2.811804121275033,3.8184933114430453,3.1247272880647072,3.784495476914508,1.8381875698936974,2.9758936493140524,3.0755415535181982,-0.09964790420414582
3.4876594978357076,5.0,2.3153287044789534,5.0,3.321643361030899,3.675258991484839,3.824926312669112,-0.14966732118427295
3.7414635736301807,3.654798575432966,4.1710800958685335,0.29337753088663376,3.6975236378231746,2.2819086845880983,3.1116486827282976,-0.8297399981401994
4.001384580189263,4.141864294158416,2.6979889187711454,4.255426258778366,4.2297896498723775,3.8119011682874393,3.865290740353913,-0.05338957206647388
3.7730221259597094,3.56724300574074,4.055927365531623,2.6239893648762593,4.059342611981346,3.5719551637303733,3.6159048948179353,-0.04394973108756206
2.851172195676387,5.0,3.8052738397098134,4.663317013618613,3.58064035918012,3.90307594618715,3.9800806816369865,-0.07700473544983666
4.283862583474309,4.870641955206052,4.286223239676681,3.581006193548834,4.912266677606734,4.358697267759622,4.386800129902522,-0.02810286214289981
2.991449123350863,1.701983961735939,3.7611883052079804,4.981651694349061,3.3685749342799074,3.1724614003997136,3.36096960378475,-0.1885082033850365
3.25554070927368,4.492693417279731,4.099162037212246,3.2943547637875485,3.3789181146543514,3.6717627069863594,3.7041338084415116,-0.03237110145515221
3.3463330621220626,3.118017640466802,4.036320702325778,3.1632665512098757,3.09627302844753,3.334891334736813,3.3520421969144096,-0.017150862177596427
2.884933036346569,2.3891632392739774,3.3271632021479487,4.612902212258202,4.699539064694913,3.461760637839557,3.582740150944322,-0.12097951310476507
5.0,2.3615570772964993,2.4621847239492576,4.505276676199031,5.0,3.6579360693550385,3.8658036954889576,-0.20786762613391918
3.5738767466147787,5.0,4.385414918308037,5.0,3.153783131612529,4.153215049213625,4.2226149593070685,-0.06939991009344393
4.335828362144187,4.906893843197453,2.958558025745808,2.524204881836364,3.842459879438535,3.6069369924893873,3.7135889984724697,-0.10665200598308244
2.83364896942694,3.949758085507245,4.540149888859803,3.8692446269374194,4.681107874391971,3.9155458597444426,3.974781889024676,-0.05923602928023364
2.6938975764416533,4.745313557592588,3.0018318353869544,3.0184492942261154,3.3288046567195684,3.2901894820192377,3.3576593840733766,-0.06746990205413894
2.996209781620273,2.179569163170058,3.391008702596397,4.921664753996185,3.6662377515185343,3.313758737851264,3.430938030580289,-0.11717929272902472
2.6419245682461203,3.664310037663433,4.22797687934181,3.492897042189218,3.9861677444165466,3.5576016420949963,3.602655254371426,-0.04505361227642979
2.849257275739877,4.529378336482624,5.0,2.3405370303882505,4.782128546916255,3.73022824588777,3.900260237905401,-0.17003199201763097
2.9068475553015936,1.943779368635321,2.8822474513529404,4.257905253538505,4.490876464011841,3.152575659284947,3.29633121856804,-0.1437555592830928
2.5951564591040075,3.2433707541919343,1.1652929784933561,3.491388988161089,1.2491568471213381,2.119542340374331,2.3488732054143453,-0.22933086504001432
5.0,4.118196506508595,4.896486718636391,3.5932426727660256,3.3431556384923478,4.136575534423779,4.190216307280672,-0.053640772856893726
4.257930364974546,2.1907577175203645,2.8570323426525905,4.545369167915897,2.0783584552695675,3.0213395463182526,3.185889609666593,-0.16455006334834055
3.634009923049429,3.315483112846241,1.448328150421295,4.100872221116867,4.230535269802602,3.1348321468154086,3.345845735447287,-0.21101358863187825
3.387967155402793,3.7544288279108193,4.748615139608095,3.571797004068013,3.449455270449202,3.752644854693823,3.782452679487785,-0.029807824793961935
3.171655937952618,3.699775838112247,4.8421692612544,4.416998972286561,3.039597332245186,3.7712815808420865,3.8340394683702024,-0.06275788752811584
5.0,3.490915020152224,3.481747304953338,3.3365336729920316,2.0481872332507445,3.3394453393759833,3.471476646269667,-0.1320313068936838
2.7909081446804676,5.0,4.920695872394835,2.3278563897799707,2.5010072646504353,3.3140773592509603,3.5080935343011417,-0.19401617505018143
3.5602219982495042,4.629546909607591,3.2398192645055723,4.503656448710023,5.0,4.1306112355415925,4.186648924214538,-0.05603768867294523
2.9057522537112908,3.6277629933609816,3.97159134420498,3.538820595075425,2.1677246430900174,3.172085912463215,3.242330365888539,-0.07024445342532415
5.0,3.6949143334226995,2.6947657175940334,3.791106079787453,3.918463970000551,3.7479642287590202,3.8198500201609478,-0.07188579140192752
3.019035524378668,3.5251356965530634,3.798954915937842,2.5701135981107166,3.9025378018195154,3.3235447295149747,3.3631555073599615,-0.03961077784498679
3.9187776009778763,5.0,3.300614045833722,3.68943505740887,2.76216922288906,3.6625629968412623,3.734199185421906,-0.0716361885806438
3.217533188056601,4.317273684727464,1.9293841625311485,5.0,3.8380478796976774,3.48534957425549,3.660447783002578,-0.1750982087470878
5.0,3.003089328192851,1.9673768710057904,4.1738906472860675,3.4046531224450636,3.3466319340853237,3.509801993785955,-0.16317005970063114
2.205062151569535,2.4391665299172125,3.944981798128077,3.7996251891195496,4.345540451570138,3.2277386984660215,3.346875224060902,-0.11913652559488064
2.996976653013906,3.1089591290865983,2.9550301748046963,3.7853080284533522,2.8541526970254454,3.123832539912645,3.1400853364767998,-0.016252796564154792
3.6991848596986854,3.2196322602105623,3.816317033804559,2.4843935486648014,4.385150369224225,3.459014055843103,3.5209356143205666,-0.06192155847746372
3.700354584551608,1.6941836128710455,3.752168469791876,3.826689932386901,2.3329125578951357,2.9136781464826127,3.061261831499313,-0.14758368501670027
4.496244112795295,2.853351074506156,2.804247833113015,3.709462428197043,4.114688635896121,3.531294092018837,3.595598816901526,-0.0643047248826889
1.2200583141973098,3.2044471620865127,3.6640072205672793,3.3910770502305194,5.0,2.9997118402825884,3.2959179494163244,-0.296206109133736
4.212999352582123,4.90742396170282,2.4789256801049473,3.582675242604605,4.033647573238254,3.749063308809481,3.8431343620465497,-0.09407105323706855
4.172514379133735,3.851177620561081,3.3447371165629325,3.737889388978847,2.640810061251892,3.507061635055187,3.5494257132976967,-0.04236407824250987
2.963139616495682,2.7003734433947426,5.0,4.509577190957491,3.4806655049655606,3.6273445716843584,3.7307511511626954,-0.10340657947833698
4.151358725518866,3.816487069887741,2.5742890216467327,5.0,2.4502006293752583,3.465266203000965,3.5984670892857196,-0.13320088628475446
5.0,1.4151248575527755,3.1031140319380546,5.0,3.839077462353451,3.349283236132647,3.6714632703688563,-0.32218003423620933
3.7402301315169013,4.945931779185765,3.1538708807713935,3.773766270809023,3.1702480400084854,3.7048593001906736,3.756809420458313,-0.051950120267639566
3.740889479922353,3.4101015791001035,0.464702162556494,3.9819686896763615,2.673990947259577,2.291051924135872,2.854330571702978,-0.5632786475671057
4.214991367182254,5.0,3.3177710870998434,5.0,4.151939839191024,4.2891065356635,4.336940458694624,-0.047833923031124215
2.7200184105987173,2.849255771393149,3.4539558786097655,4.710701431114535,4.3844733053412455,3.5361006250561458,3.6236809594114825,-0.08758033435533674
3.576215382976213,4.69557724108642,2.494343419976066,4.9135703531442285,3.9547830074072574,3.8204783958132014,3.9268978809180366,-0.10641948510483523
1.756760171380334,5.0,3.2790116688032374,5.0,2.968686863692264,3.3588605041551456,3.600891740775167,-0.24203123662002124
2.6378913976528087,5.0,4.890635808072503,2.554546176733935,5.0,3.8297921111709843,4.01661467649185,-0.1868225653208655
1.6580416967185074,2.9579617741126945,4.766160348355532,2.8713220492303013,1.8264646423652493,2.616314607487052,2.8159901021564564,-0.1996754946694046
4.814310990618341,2.7287217740611283,3.499246521065399,3.569106418841587,4.326253983901456,3.7173023761118875,3.7875279376975826,-0.07022556158569504
3.4936288728248965,3.6443687896583317,4.8157907202289145,4.675643508432886,3.378535892471144,3.955736222382356,4.001593556723234,-0.04585733434087835
1.4334396908895597,2.6776482191618243,3.921664896188582,1.7914269115013635,3.8945030012748734,2.536593718726886,2.7437365438032404,-0.2071428250763545
3.2518318917850584,4.459045107099659,4.01929026423438,3.5995900951225837,3.0599295347121935,3.6433153139726167,3.6779373785907743,-0.034622064618157644
3.3974757036139236,3.5787622211202725,3.8524474899426453,2.17492582694889,2.916518178488216,3.123108080261914,3.1840258840227893,-0.06091780376087508
3.779853048494914,3.474185969969881,4.917010065092311,2.4681906370802738,3.928221867034819,3.6251063909656835,3.7134923175344396,-0.0883859265687561
5.0,3.843683747031819,4.916155152364945,4.9149528084938465,2.1064867519463335,3.963549289638669,4.156255691967389,-0.19270640232871994
5.0,4.0375929148242955,3.2795844030108543,4.627952001216768,2.0790714126595073,3.6377589663770116,3.804840146342285,-0.16708117996527339
3.703096028877509,3.484662319671124,3.519846551963945,2.6056322540270997,3.320847791831903,3.3028001777509126,3.326816989274316,-0.02401681152340318
4.14916878029852,5.0,3.7816080635730565,3.0705454314696627,2.977713531046608,3.7251281062278485,3.795807161277569,-0.0706790550497205
4.219525082082211,4.992809710731451,5.0,2.1650327594989176,3.739114229741904,3.8562249419683843,4.0232963564108974,-0.16707141444251317
2.9673430453907694,3.1484420967321354,1.6656924650654807,4.3285482917798666,5.0,3.20238919647447,3.4220051797936506,-0.21961598331918042
4.03603229935991,2.3072043559233664,3.4668120063155645,5.0,3.720459252595473,3.5950713075913767,3.706101582838863,-0.1110302752474861
2.597799911786311,3.5626590693315565,3.621959030063904,2.435323503651083,5.0,3.3278981938540735,3.443548302966571,-0.11565010911249773
3.390255809548521,3.055452516581209,2.534774861507991,3.0379145093334325,4.279946607503453,3.211088385283851,3.2596688608949207,-0.048580475611069485
5.0,3.7456001238882717,3.197395361371422,3.9143283274260945,4.149137912766696,3.9589550918052336,4.001292345090496,-0.04233725328526239
2.6437086482207346,3.5040701440566893,1.8659640736887846,2.987619237178978,5.0,3.036665689187169,3.2002724206290365,-0.16360673144186766
4.2932884092681975,4.099521247588763,2.4698274579256054,5.0,3.8872135614927283,3.849103996134666,3.9499701352550587,-0.10086613912039288
5.0,3.4043565768645077,5.0,3.705959437257125,2.46979019163544,3.787103329574619,3.9160212411514146,-0.12891791157679577
3.485490945498316,3.0294019397360503,2.811654844101296,4.1130202774476725,1.9772679045918267,2.9961382313266363,3.0833671822750324,-0.08722895094839611
4.282736025308583,3.0639656317439607,3.515122540211993,3.5508934177067366,2.4237658568672593,3.309442144555892,3.367296694367707,-0.05785454981181504
2.543302568359673,3.5519719908127656,3.127225005202136,3.0463702221958657,3.874362524021976,3.1959643469026164,3.2286464621184834,-0.03268211521586695
4.457578637683843,4.811580362617726,2.4245113125015836,3.595140903460286,3.5539259329610395,3.668487572218368,3.768547429844896,-0.10005985762652791
4.17824767831533,4.272224548429784,3.8229737844492315,3.5552848316509817,4.535845129804958,4.058041068171388,4.072915194530057,-0.014874126358669137
1.7542816471441047,4.038068704472641,4.270739977934924,4.351261605609852,3.665770934141276,3.441211253260732,3.6160245738605594,-0.17481332059982746
4.043794188627994,4.6876892332341376,2.4280390170933126,3.1368981243905467,3.8207699735434275,3.5345242438566915,3.6234381073778836,-0.08891386352119213
3.6036127898808097,3.117951403094759,2.925730654760125,3.4820503237466243,3.643670084038606,3.3422826830058017,3.354603051104185,-0.012320368098383216
2.553360719041674,2.6879153186071387,4.410869320186012,3.4731009239798274,3.68492055063775,3.2933621940210602,3.3620333664904805,-0.06867117246942023
2.210138909684282,3.6027238644066926,1.6638789486026258,2.795381375336858,3.2676856702953656,2.6095806471541256,2.7079617536651646,-0.09838110651103893
1.8247624261195359,4.100004638344483,3.891618276238375,1.7101490960686296,4.93748808592558,3.0069914247432354,3.2928045045393204,-0.28581307979608495
5.0,3.357556412436944,2.6618295365541815,3.4764363165438943,3.5372935280663307,3.5317974447238916,3.60662315872027,-0.0748257139963786
2.0713865247789895,4.142527190317638,5.0,2.997563846257343,3.2630380874824256,3.3463966804646073,3.494903129767279,-0.14850644930267176
3.4379354041239165,3.1633010616151043,1.9132076713660242,3.4634538403759767,3.2948264757356314,2.98612828228603,3.0545448906433306,-0.06841660835730057
3.7818215594640043,3.3320273516480414,3.2810444765597433,3.0666869852165117,2.323098110363457,3.1176814722614306,3.1569356966503515,-0.0392542243889209
2.583321787453089,3.823359718335911,3.5723246979710575,2.5763011295711813,3.7370425332008996,3.207892835455662,3.2584699733064277,-0.05057713785076556
2.5798207511528775,3.03408207681845,5.0,1.6489269205115773,4.4199331276784175,3.097710255886395,3.336552575232264,-0.23884231934586886
5.0,4.4144091364379126,4.892428065814897,4.194656874393244,2.2949822416729457,4.012070548920212,4.1592952636638,-0.14722471474358834
3.1684931635442504,3.104289252022614,5.0,5.0,2.7574364656468546,3.6834272423635963,3.806043776242744,-0.12261653387914784
2.51476884807969,2.852865876209057,3.709374292761346,3.665227447351205,3.6581854286087654,3.2395847502630315,3.2800843786020124,-0.04049962833898091
4.01069654156197,4.324943556305457,3.1459389871325394,4.877773583393816,3.8546789217978974,4.001585289891088,4.042806318038336,-0.041221028147247374
4.586093647098594,5.0,2.4025392649707427,3.3904289556334217,2.742365001700161,3.4825123454934683,3.6242853738805834,-0.14177302838711503
2.9919173536467003,3.270855719390513,1.7995699921049888,2.550415855178411,4.433927359629551,2.882941695067622,3.009337255990032,-0.12639556092241033
2.686264536954608,4.767638622567551,5.0,3.826452434408126,4.025714637042647,3.970199073067566,4.0612140461945865,-0.09101497312702067
3.4793393261619046,2.8327100482612395,4.14870193763352,2.063955960608604,2.906603921945446,3.0056574618776923,3.086262238922143,-0.08060477704445068
4.17611535163761,4.089698592012967,1.449868856512691,4.3376385187080935,1.8115290040659702,2.8695793049579743,3.1729700645874663,-0.303390759629492
3.2377291319507564,4.723520350209048,3.4514433557897584,3.8045680980372234,2.717505041814515,3.526927682990022,3.5869531955602603,-0.06002551257023825
1.8817558768682345,3.7918049174743005,3.7576102879276507,2.1549529231155193,1.7827264623490262,2.5267873859507404,2.6737700935469464,-0.14698270759620602
1.4156982034995438,3.474387133639126,2.933361945561055,2.4597926122285845,2.894833277419702,2.5254996831661245,2.635614634469602,-0.11011495130347759
4.302920740771508,3.338769348402389,2.6835036741194744,2.4686902483029143,4.408848584552297,3.3463298604118044,3.4405465192297173,-0.09421665881791297
3.007007122856564,3.1531425607062387,2.6502125851717793,3.5807073890737504,4.909049266862164,3.3808429712356305,3.4600237849341,-0.07918081369846952
4.228522743978787,2.584267302417412,2.7122157913096845,5.0,4.9690108486530065,3.7447088631761116,3.898803337271778,-0.15409447409566646
3.4785177209327762,3.159583439694409,4.711732588457317,1.9711209718855187,2.4210885323655513,3.010133288491313,3.1484086506671147,-0.13827536217580194
2.9559784668858877,2.3191444935356786,3.2639679429583834,2.061176535278106,4.1052057723563555,2.8539411660112917,2.941094642202882,-0.08715347619159042
4.823630296418261,3.1995295825483367,2.04532713112403,2.9581916237313566,3.427059776330624,3.169816934253709,3.2907476820305215,-0.12093074777681245
4.083994711389437,3.309109889310495,3.832542051004238,2.8528163906523054,2.8094966436578193,3.339159202347302,3.377591937202859,-0.038432734855557094
3.7089620188607846,2.03806174568325,1.951900795145298,2.637772425900659,4.76644009764059,2.8423122417193443,3.0206274166461164,-0.17831517492677218
3.161689878219642,3.710491759206914,2.218544512257214,3.1868647159445738,3.796929331831813,3.1596793058611863,3.214904039492031,-0.0552247336308449
3.0488254778949875,2.949543614594218,3.51835169300335,3.030014299116086,2.6261839404920666,3.0213378486128266,3.0345838050201417,-0.013245956407315074
4.701939736134968,3.6302413570789267,2.9314590015762994,5.0,2.8838807106859874,3.7294838940709547,3.829504161095236,-0.10002026702428113
3.376632012715786,3.9749254339582993,4.875417984515091,3.5689878230857834,4.146860828693381,3.9556496580440386,3.9885648165936685,-0.0329151585496299
3.6337788683276275,3.397638580858456,3.2143133702458493,3.1747639284981326,2.575073827953732,3.1785203939366906,3.1991137151767592,-0.02059332124006863
1.692483450849905,4.914228411422794,2.623999623178418,3.346890720385938,4.316482544099587,3.160406976354429,3.3788169499873284,-0.2184099736328995
3.869780511534212,5.0,3.601708425083167,2.3287752466527794,2.328007147867023,3.2768408948640206,3.4256542662274363,-0.14881337136341566
5.0,3.6542895339953705,3.1257238365970856,3.7454746166492296,3.1657599466466264,3.68249088269983,3.7382495867776626,-0.055758704077832455
4.851374412471272,4.678911727978203,3.7474257834093065,3.313510547013706,3.601344094651218,3.9929983644995026,4.038513313104741,-0.045514948605238637
4.5047127118205665,2.9645239004127393,3.632267923151655,4.6068351686251585,1.100315680112446,3.0070730692945467,3.361731076824513,-0.35465800752996657
2.961789207329645,2.446915391335475,4.200998267918804,1.9910046911083994,5.0,3.1355488976159114,3.320141511538465,-0.18459261392255355
3.154964119443755,2.8305693401203538,3.2110675478987174,2.229795751592554,3.3137368722104816,2.91890629810129,2.9480267262531727,-0.02912042815188265
4.196724440672503,5.0,3.2456904288374826,1.1085933452509966,3.0722730375208918,2.9722403520738556,3.324656250456375,-0.3524158983825192
3.210073888980648,2.5549348700058734,3.7056174762799725,2.3830998229638807,2.545865117776075,2.838877251425621,2.87991823520129,-0.041040983775669115
4.285572982354619,3.2397475761981975,3.3468813824274464,2.0382830854517655,2.052173153774868,2.8689817024354567,2.992531636041379,-0.12354993360592248
3.14227042687106,2.8261510891332313,4.909161343546975,2.5370222366503876,3.4994946861702676,3.292722796367395,3.382819956474384,-0.0900971601069891
3.7742956318116123,3.3430382857843353,5.0,3.0574556181397776,2.707176263995235,3.495946620999148,3.5763931599461927,-0.08044653894704457
3.3332061179443624,2.904567012242783,2.586024731672724,4.227630858904701,3.64401143904802,3.290414476082241,3.3390880319625182,-0.04867355588027733
4.422131753401877,3.2141262707113722,4.428666286804407,3.258055561121746,2.9838028931952962,3.608604090679573,3.6613565530469403,-0.052752462367367414
2.69288617078131,3.678651255622318,4.8325174216177365,5.0,2.5379835480605104,3.6033609670352584,3.748407679216375,-0.14504671218111653
